acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,label,timestamp
-2139,33,3268,-964,250,-253,,2025-02-12 12:08:33.865005
-2157,-60,3287,-1070,39,-293,,2025-02-12 12:08:33.893428
-2180,-124,3248,-1126,-409,-308,,2025-02-12 12:08:33.902495
-2133,-160,3186,-1050,-617,-310,,2025-02-12 12:08:33.916815
-2028,-235,3172,-852,-738,-321,,2025-02-12 12:08:33.931943
-1964,-247,3122,-797,-716,-277,,2025-02-12 12:08:33.960281
-1902,-269,3205,-794,-650,-175,,2025-02-12 12:08:33.963948
-1898,-293,3187,-879,-435,-121,,2025-02-12 12:08:33.978865
-1893,-295,3196,-833,-104,-69,,2025-02-12 12:08:33.996962
-1899,-250,3222,-672,190,-62,,2025-02-12 12:08:34.020405
-1914,-252,3196,-513,263,-38,,2025-02-12 12:08:34.032228
-1951,-213,3189,-336,216,-26,,2025-02-12 12:08:34.066550
-1981,-167,3201,-223,150,-35,,2025-02-12 12:08:34.067247
-1998,-112,3226,-230,94,-82,,2025-02-12 12:08:34.076407
-2034,-42,3263,-332,96,-134,,2025-02-12 12:08:34.104234
-2073,-1,3244,-506,195,-191,,2025-02-12 12:08:34.131760
-2110,-36,3247,-599,319,-236,,2025-02-12 12:08:34.132611
-2149,-21,3209,-601,346,-299,,2025-02-12 12:08:34.143315
-2144,-80,3190,-528,304,-292,,2025-02-12 12:08:34.162873
-2099,-62,3199,-421,143,-205,,2025-02-12 12:08:34.205736
-2057,-45,3194,-393,6,-118,,2025-02-12 12:08:34.226553
-1995,1,3213,-432,-74,-52,,2025-02-12 12:08:34.228620
-1918,-7,3171,-498,-6,32,,2025-02-12 12:08:34.233090
-1877,-2,3159,-554,188,79,,2025-02-12 12:08:34.237757
-1934,-8,3164,-520,443,57,,2025-02-12 12:08:34.254519
-2017,-14,3196,-534,560,54,,2025-02-12 12:08:34.297173
-2088,-14,3224,-546,397,16,,2025-02-12 12:08:34.307697
-2134,-20,3262,-542,77,-32,,2025-02-12 12:08:34.308637
-2124,-38,3265,-563,-222,-87,,2025-02-12 12:08:34.325708
-2038,-25,3286,-557,-334,-87,,2025-02-12 12:08:34.371458
-2022,-53,3209,-582,-279,-70,,2025-02-12 12:08:34.374286
-1992,-50,3196,-583,-110,-27,,2025-02-12 12:08:34.375871
-1983,-72,3189,-551,54,29,,2025-02-12 12:08:34.388873
-1983,-54,3168,-512,162,40,,2025-02-12 12:08:34.402819
-2030,-56,3163,-496,190,-28,,2025-02-12 12:08:34.418388
-2072,-52,3216,-487,180,-67,,2025-02-12 12:08:34.437747
-2066,-47,3270,-519,94,-153,,2025-02-12 12:08:34.457194
-2048,-83,3264,-569,30,-180,,2025-02-12 12:08:34.477423
-1999,-84,3268,-612,-7,-185,,2025-02-12 12:08:34.492136
-1963,-74,3216,-683,-21,-170,,2025-02-12 12:08:34.508077
-1937,-81,3209,-683,97,-117,,2025-02-12 12:08:34.524957
-1964,-66,3196,-606,185,-79,,2025-02-12 12:08:34.544629
-1997,-37,3180,-572,82,-109,,2025-02-12 12:08:34.559277
-1983,-13,3195,-598,49,-111,,2025-02-12 12:08:34.609713
-1959,-25,3231,-641,90,-70,,2025-02-12 12:08:34.611886
-1991,-15,3264,-655,191,-100,,2025-02-12 12:08:34.612994
-2035,-21,3272,-621,303,-145,,2025-02-12 12:08:34.623465
-2072,-24,3233,-603,230,-199,,2025-02-12 12:08:34.639387
-2049,-25,3250,-539,75,-225,,2025-02-12 12:08:34.653768
-2020,-60,3210,-542,-19,-191,,2025-02-12 12:08:34.670954
-2018,-33,3210,-630,40,-159,,2025-02-12 12:08:34.690918
-1999,-38,3213,-674,148,-133,,2025-02-12 12:08:34.703992
-2025,-62,3166,-688,217,-143,,2025-02-12 12:08:34.723641
-2027,-35,3174,-695,266,-147,,2025-02-12 12:08:34.741347
-2023,-26,3147,-674,315,-136,,2025-02-12 12:08:34.755003
-2069,-63,3166,-628,357,-121,,2025-02-12 12:08:34.779506
-2038,-64,3209,-613,195,-146,,2025-02-12 12:08:34.793497
-2022,-65,3255,-530,97,-160,,2025-02-12 12:08:34.805378
-2013,-62,3229,-464,231,-123,,2025-02-12 12:08:34.828336
-2031,-51,3285,-494,262,-121,,2025-02-12 12:08:34.838896
-2054,-20,3259,-591,244,-57,,2025-02-12 12:08:34.899024
-2098,2,3210,-686,78,-64,,2025-02-12 12:08:34.921219
-2089,5,3159,-775,-84,-110,,2025-02-12 12:08:34.922934
-2053,8,3200,-816,-128,-143,,2025-02-12 12:08:34.924673
-2015,-32,3172,-778,-86,-176,,2025-02-12 12:08:34.925739
-1979,-51,3210,-751,22,-198,,2025-02-12 12:08:34.933994
-1970,-103,3216,-706,204,-122,,2025-02-12 12:08:34.952847
-2012,-109,3215,-683,219,-59,,2025-02-12 12:08:34.965109
-2050,-118,3231,-625,63,-38,,2025-02-12 12:08:34.985816
-2087,-139,3200,-611,-136,-69,,2025-02-12 12:08:35.001838
-2045,-86,3181,-618,-210,-86,,2025-02-12 12:08:35.017379
-2051,-83,3171,-626,-170,-142,,2025-02-12 12:08:35.035316
-2060,-69,3186,-652,-64,-227,,2025-02-12 12:08:35.057097
-2043,-66,3227,-666,25,-308,,2025-02-12 12:08:35.063528
-2025,-57,3231,-758,76,-365,,2025-02-12 12:08:35.088663
-1994,-63,3255,-842,101,-354,,2025-02-12 12:08:35.102456
-1979,-42,3231,-915,137,-295,,2025-02-12 12:08:35.119215
-1952,-22,3221,-970,157,-235,,2025-02-12 12:08:35.134443
-1947,-40,3224,-920,194,-163,,2025-02-12 12:08:35.148056
-1973,-52,3262,-814,308,-111,,2025-02-12 12:08:35.197252
-1977,-51,3247,-691,437,-102,,2025-02-12 12:08:35.201679
-2051,-85,3221,-551,438,-93,,2025-02-12 12:08:35.203656
-2034,-93,3218,-444,298,-83,,2025-02-12 12:08:35.211388
-2045,-100,3121,-431,-65,-34,,2025-02-12 12:08:35.229937
-1985,-77,3145,-454,-244,-9,,2025-02-12 12:08:35.248915
-1966,-64,3180,-489,-225,46,,2025-02-12 12:08:35.263454
-1942,-94,3146,-538,-245,136,sitting,2025-02-12 12:08:35.281151
-1940,-102,3137,-538,-142,154,sitting,2025-02-12 12:08:35.296579
-1974,-129,3183,-601,59,127,sitting,2025-02-12 12:08:35.313636
-1995,-129,3245,-660,285,56,sitting,2025-02-12 12:08:35.339927
-2052,-128,3320,-644,429,0,sitting,2025-02-12 12:08:35.350125
-2107,-136,3360,-559,317,82,sitting,2025-02-12 12:08:35.364512
-2114,-88,3323,-597,-61,71,sitting,2025-02-12 12:08:35.385572
-2089,3,3272,-564,-299,-8,sitting,2025-02-12 12:08:35.400163
-2047,65,3194,-526,-219,-122,sitting,2025-02-12 12:08:35.417570
-2067,62,3159,-560,-123,-293,sitting,2025-02-12 12:08:35.431409
-2016,13,3099,-574,-75,-419,sitting,2025-02-12 12:08:35.450341
-1970,-54,3095,-536,-71,-458,sitting,2025-02-12 12:08:35.474019
-1914,-67,3145,-473,-10,-402,sitting,2025-02-12 12:08:35.501043
-1925,-81,3218,-437,190,-290,sitting,2025-02-12 12:08:35.503253
-1930,-95,3269,-444,416,-201,sitting,2025-02-12 12:08:35.515530
-1968,-22,3310,-596,504,-70,sitting,2025-02-12 12:08:35.530465
-1986,9,3296,-699,364,15,sitting,2025-02-12 12:08:35.548057
-2007,45,3259,-709,182,32,sitting,2025-02-12 12:08:35.562794
