acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,label,timestamp
-3687,157,949,-551,-48,-102,,2025-02-12 12:06:34.186433
-3697,151,922,-547,-148,-112,,2025-02-12 12:06:34.205492
-3658,135,924,-539,-182,-110,,2025-02-12 12:06:34.220835
-3637,178,938,-551,-164,-105,,2025-02-12 12:06:34.235901
-3646,156,931,-570,-76,-93,,2025-02-12 12:06:34.273692
-3668,156,931,-574,33,-87,,2025-02-12 12:06:34.276688
-3704,166,986,-605,89,-93,,2025-02-12 12:06:34.282800
-3737,164,962,-630,29,-77,,2025-02-12 12:06:34.303084
-3704,150,955,-622,23,-100,,2025-02-12 12:06:34.325049
-3707,155,960,-586,45,-113,,2025-02-12 12:06:34.338190
-3671,150,953,-625,71,-98,,2025-02-12 12:06:34.357520
-3672,116,946,-631,89,-97,,2025-02-12 12:06:34.384832
-3666,152,965,-647,111,-92,,2025-02-12 12:06:34.387643
-3669,173,942,-618,137,-96,,2025-02-12 12:06:34.409329
-3695,165,935,-624,196,-86,,2025-02-12 12:06:34.420885
-3701,179,970,-628,228,-94,,2025-02-12 12:06:34.444713
-3698,136,904,-617,198,-122,,2025-02-12 12:06:34.466112
-3703,147,942,-607,168,-118,,2025-02-12 12:06:34.480179
-3665,165,913,-603,204,-102,,2025-02-12 12:06:34.487885
-3698,165,954,-601,247,-132,,2025-02-12 12:06:34.506739
-3691,179,948,-572,288,-135,,2025-02-12 12:06:34.523247
-3714,157,926,-529,225,-142,,2025-02-12 12:06:34.548646
-3685,177,942,-522,203,-148,,2025-02-12 12:06:34.562778
-3663,191,915,-533,217,-136,,2025-02-12 12:06:34.574225
-3689,165,949,-582,233,-108,,2025-02-12 12:06:34.610254
-3692,154,957,-617,293,-110,,2025-02-12 12:06:34.612427
-3688,173,920,-641,368,-93,,2025-02-12 12:06:34.620411
-3697,185,986,-621,386,-94,,2025-02-12 12:06:34.637718
-3718,159,928,-600,345,-84,,2025-02-12 12:06:34.653522
-3708,175,940,-613,294,-99,,2025-02-12 12:06:34.687288
-3714,169,922,-630,286,-121,,2025-02-12 12:06:34.689093
-3688,192,963,-646,272,-131,,2025-02-12 12:06:34.700296
-3691,183,906,-635,263,-139,,2025-02-12 12:06:34.741709
-3688,148,916,-638,270,-159,,2025-02-12 12:06:34.744113
-3668,130,923,-613,289,-133,,2025-02-12 12:06:34.750394
-3680,170,900,-640,277,-54,,2025-02-12 12:06:34.772670
-3688,168,902,-643,253,-34,,2025-02-12 12:06:34.805238
-3718,163,865,-648,244,-56,,2025-02-12 12:06:34.807193
-3710,193,874,-632,224,-81,,2025-02-12 12:06:34.818236
-3688,178,921,-624,257,-143,,2025-02-12 12:06:34.835676
-3694,151,910,-609,278,-154,,2025-02-12 12:06:34.854262
-3702,161,868,-597,198,-157,,2025-02-12 12:06:34.875132
-3697,144,920,-606,133,-121,,2025-02-12 12:06:34.887985
-3676,202,905,-611,232,-77,,2025-02-12 12:06:34.923239
-3696,169,885,-641,319,-64,,2025-02-12 12:06:34.927516
-3703,155,885,-634,308,-84,,2025-02-12 12:06:34.938173
-3718,155,907,-607,190,-114,,2025-02-12 12:06:34.961154
-3699,154,905,-550,133,-132,,2025-02-12 12:06:34.981870
-3683,156,917,-514,174,-153,,2025-02-12 12:06:34.988205
-3663,189,932,-535,270,-182,,2025-02-12 12:06:35.023414
-3680,206,898,-579,315,-165,,2025-02-12 12:06:35.034845
-3664,178,929,-619,393,-163,,2025-02-12 12:06:35.036570
-3713,150,908,-601,415,-130,,2025-02-12 12:06:35.056582
-3745,144,883,-598,330,-120,,2025-02-12 12:06:35.086977
-3730,130,855,-548,245,-113,,2025-02-12 12:06:35.090920
-3722,179,876,-526,227,-154,,2025-02-12 12:06:35.109120
-3690,179,883,-501,273,-195,,2025-02-12 12:06:35.128485
-3705,158,883,-533,296,-197,,2025-02-12 12:06:35.138229
-3674,133,837,-559,289,-160,,2025-02-12 12:06:35.165534
-3705,144,843,-541,334,-125,,2025-02-12 12:06:35.182140
-3701,153,863,-533,370,-138,,2025-02-12 12:06:35.193311
-3716,150,844,-551,335,-146,standing,2025-02-12 12:06:35.208509
-3707,164,883,-525,281,-134,standing,2025-02-12 12:06:35.224071
-3699,176,877,-534,226,-122,standing,2025-02-12 12:06:35.243976
-3687,148,893,-558,187,-119,standing,2025-02-12 12:06:35.253382
-3699,161,849,-558,237,-105,standing,2025-02-12 12:06:35.289608
-3716,140,853,-582,255,-107,standing,2025-02-12 12:06:35.290677
-3721,152,898,-556,237,-161,standing,2025-02-12 12:06:35.304691
-3719,152,888,-550,149,-174,standing,2025-02-12 12:06:35.321468
-3723,157,907,-542,133,-168,standing,2025-02-12 12:06:35.350176
-3692,153,898,-530,156,-134,standing,2025-02-12 12:06:35.354636
-3700,159,908,-554,170,-114,standing,2025-02-12 12:06:35.369232
-3706,126,865,-586,142,-110,standing,2025-02-12 12:06:35.389677
-3696,162,891,-604,189,-125,standing,2025-02-12 12:06:35.407157
-3674,170,902,-589,227,-131,standing,2025-02-12 12:06:35.423702
-3721,153,868,-613,250,-120,standing,2025-02-12 12:06:35.440391
-3722,153,870,-593,228,-90,standing,2025-02-12 12:06:35.469004
-3732,156,886,-580,145,-103,standing,2025-02-12 12:06:35.470490
-3700,157,868,-602,38,-106,standing,2025-02-12 12:06:35.493699
-3685,159,856,-588,70,-122,standing,2025-02-12 12:06:35.508288
-3669,184,897,-639,144,-88,standing,2025-02-12 12:06:35.526571
-3714,183,901,-621,189,-94,standing,2025-02-12 12:06:35.549231
-3742,156,848,-601,92,-71,standing,2025-02-12 12:06:35.556874
-3712,141,875,-597,109,-105,standing,2025-02-12 12:06:35.596390
-3711,148,861,-613,148,-116,standing,2025-02-12 12:06:35.599673
-3703,164,840,-635,221,-96,standing,2025-02-12 12:06:35.605773
-3681,198,865,-611,230,-91,standing,2025-02-12 12:06:35.618471
-3731,188,853,-618,207,-59,standing,2025-02-12 12:06:35.645913
-3720,160,884,-602,158,-103,standing,2025-02-12 12:06:35.672985
-3730,158,872,-598,122,-123,standing,2025-02-12 12:06:35.674193
-3710,169,843,-627,102,-119,standing,2025-02-12 12:06:35.687575
-3713,157,859,-688,69,-81,standing,2025-02-12 12:06:35.711487
-3699,176,859,-663,113,-53,standing,2025-02-12 12:06:35.719970
-3670,160,873,-647,162,-56,standing,2025-02-12 12:06:35.737618
-3676,139,857,-592,208,-72,standing,2025-02-12 12:06:35.764175
-3705,152,878,-565,276,-111,standing,2025-02-12 12:06:35.773123
-3732,158,871,-603,315,-139,standing,2025-02-12 12:06:35.790096
-3708,166,847,-584,279,-127,standing,2025-02-12 12:06:35.804580
-3734,186,875,-617,166,-107,standing,2025-02-12 12:06:35.824330
-3750,165,851,-607,79,-72,standing,2025-02-12 12:06:35.843920
-3726,141,890,-595,41,-79,standing,2025-02-12 12:06:35.855334
-3725,152,878,-605,11,-108,standing,2025-02-12 12:06:35.905907
-3713,168,856,-623,10,-138,standing,2025-02-12 12:06:35.908004
-3675,159,872,-630,47,-130,standing,2025-02-12 12:06:35.910012
-3652,162,849,-607,79,-115,standing,2025-02-12 12:06:35.922359
-3678,143,860,-585,116,-94,standing,2025-02-12 12:06:35.944965
-3678,169,859,-597,138,-126,standing,2025-02-12 12:06:35.954120
-3718,163,908,-566,197,-128,standing,2025-02-12 12:06:35.991968
-3719,147,886,-569,162,-144,standing,2025-02-12 12:06:36.006028
-3735,180,882,-560,135,-105,standing,2025-02-12 12:06:36.021873
-3725,179,890,-634,37,-80,standing,2025-02-12 12:06:36.023405
-3690,185,875,-654,29,-48,standing,2025-02-12 12:06:36.046618
-3699,187,881,-628,51,-53,standing,2025-02-12 12:06:36.059925
-3687,179,894,-614,118,-64,standing,2025-02-12 12:06:36.074178
-3686,181,914,-630,177,-117,standing,2025-02-12 12:06:36.084926
-3717,152,864,-638,242,-147,standing,2025-02-12 12:06:36.111265
-3726,164,887,-621,291,-142,standing,2025-02-12 12:06:36.124675
-3732,150,855,-628,270,-110,standing,2025-02-12 12:06:36.142240
-3753,159,879,-695,163,-65,standing,2025-02-12 12:06:36.171685
-3706,135,893,-680,63,-20,standing,2025-02-12 12:06:36.176056
-3679,153,868,-704,112,-34,standing,2025-02-12 12:06:36.188397
-3692,170,830,-698,189,-63,standing,2025-02-12 12:06:36.207048
-3699,177,859,-667,248,-98,standing,2025-02-12 12:06:36.230980
-3718,165,835,-658,152,-128,standing,2025-02-12 12:06:36.243992
-3725,158,864,-668,77,-121,standing,2025-02-12 12:06:36.255812
-3707,163,855,-670,24,-57,standing,2025-02-12 12:06:36.273185
-3699,138,858,-701,67,-33,standing,2025-02-12 12:06:36.301528
-3677,150,850,-692,174,-59,standing,2025-02-12 12:06:36.320411
-3698,160,844,-638,228,-93,standing,2025-02-12 12:06:36.322080
-3710,141,875,-608,248,-112,standing,2025-02-12 12:06:36.336000
-3721,158,879,-598,164,-101,standing,2025-02-12 12:06:36.363830
-3731,179,861,-588,83,-88,standing,2025-02-12 12:06:36.375224
-3728,146,831,-606,32,-124,standing,2025-02-12 12:06:36.388276
-3712,167,868,-620,67,-83,standing,2025-02-12 12:06:36.423583
-3695,172,836,-647,102,-91,standing,2025-02-12 12:06:36.426174
-3698,162,841,-634,124,-76,standing,2025-02-12 12:06:36.439456
-3718,154,837,-619,92,-104,standing,2025-02-12 12:06:36.453078
-3701,145,826,-575,139,-115,standing,2025-02-12 12:06:36.487970
-3693,158,813,-567,171,-104,standing,2025-02-12 12:06:36.489253
-3715,139,855,-587,203,-112,standing,2025-02-12 12:06:36.503572
-3715,170,847,-601,212,-126,standing,2025-02-12 12:06:36.526067
-3716,191,931,-608,189,-81,standing,2025-02-12 12:06:36.542798
-3743,175,853,-616,138,-74,standing,2025-02-12 12:06:36.557959
-3707,144,879,-615,109,-71,standing,2025-02-12 12:06:36.573800
-3674,129,853,-622,129,-81,standing,2025-02-12 12:06:36.586276
-3700,164,867,-610,175,-78,standing,2025-02-12 12:06:36.606147
-3734,176,850,-572,189,-106,standing,2025-02-12 12:06:36.633734
-3738,175,865,-549,149,-123,standing,2025-02-12 12:06:36.634603
-3711,177,868,-550,78,-119,standing,2025-02-12 12:06:36.671340
-3710,178,861,-547,22,-96,standing,2025-02-12 12:06:36.672369
-3717,164,907,-602,60,-64,standing,2025-02-12 12:06:36.683950
-3659,169,887,-650,139,-42,standing,2025-02-12 12:06:36.706023
-3712,152,861,-650,178,-52,standing,2025-02-12 12:06:36.725316
-3727,156,858,-603,151,-81,standing,2025-02-12 12:06:36.739105
-3705,188,875,-597,191,-89,standing,2025-02-12 12:06:36.751623
-3716,186,868,-603,146,-92,standing,2025-02-12 12:06:36.767128
