acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,label,timestamp
-2676,42,2710,-592,133,-76,sitting,2025-02-12 12:10:58.064770
-2685,97,2735,-594,174,-130,sitting,2025-02-12 12:10:58.079436
-2655,87,2710,-545,229,-159,sitting,2025-02-12 12:10:58.095454
-2662,97,2686,-528,331,-153,sitting,2025-02-12 12:10:58.111319
-2685,121,2679,-555,503,-157,sitting,2025-02-12 12:10:58.156773
-2724,121,2632,-534,545,-154,sitting,2025-02-12 12:10:58.159543
-2700,123,2666,-551,488,-165,sitting,2025-02-12 12:10:58.161096
-2699,74,2615,-544,350,-135,sitting,2025-02-12 12:10:58.181529
-2713,97,2642,-562,260,-140,sitting,2025-02-12 12:10:58.193036
-2736,107,2628,-578,287,-198,sitting,2025-02-12 12:10:58.208188
-2698,107,2629,-591,338,-189,sitting,2025-02-12 12:10:58.226379
-2679,105,2635,-651,323,-107,sitting,2025-02-12 12:10:58.242825
-2683,126,2637,-700,356,-59,sitting,2025-02-12 12:10:58.261510
-2751,146,2657,-696,429,-110,sitting,2025-02-12 12:10:58.273841
-2758,136,2677,-677,380,-207,sitting,2025-02-12 12:10:58.292247
-2696,93,2655,-633,425,-173,sitting,2025-02-12 12:10:58.313476
-2707,56,2573,-605,388,-156,sitting,2025-02-12 12:10:58.324945
-2743,91,2609,-540,223,-112,sitting,2025-02-12 12:10:58.346595
-2719,75,2639,-542,79,-60,sitting,2025-02-12 12:10:58.360019
-2734,70,2589,-674,-104,12,sitting,2025-02-12 12:10:58.377532
-2695,98,2632,-771,-145,33,sitting,2025-02-12 12:10:58.390978
-2724,102,2693,-752,-134,-7,sitting,2025-02-12 12:10:58.407285
-2824,84,2629,-747,-165,-130,sitting,2025-02-12 12:10:58.471231
-2751,88,2610,-665,-398,-235,sitting,2025-02-12 12:10:58.473868
-2660,24,2652,-533,-575,-189,sitting,2025-02-12 12:10:58.475994
-2654,14,2687,-463,-572,-113,sitting,2025-02-12 12:10:58.477573
-2677,56,2697,-490,-486,-44,sitting,2025-02-12 12:10:58.488382
-2735,87,2685,-664,-477,-16,sitting,2025-02-12 12:10:58.502206
-2675,64,2598,-811,-350,-13,sitting,2025-02-12 12:10:58.521323
-2638,68,2606,-784,-84,-8,sitting,2025-02-12 12:10:58.536065
-2707,88,2652,-629,-65,-89,sitting,2025-02-12 12:10:58.556786
-2693,86,2671,-440,-285,-192,sitting,2025-02-12 12:10:58.598254
-2681,102,2693,-364,-416,-215,sitting,2025-02-12 12:10:58.600303
-2655,79,2743,-471,-561,-192,sitting,2025-02-12 12:10:58.604823
-2632,118,2699,-617,-578,-153,sitting,2025-02-12 12:10:58.642872
-2619,90,2721,-697,-490,-102,sitting,2025-02-12 12:10:58.645703
-2652,77,2730,-733,-565,-57,sitting,2025-02-12 12:10:58.653934
-2637,81,2694,-643,-622,-97,sitting,2025-02-12 12:10:58.720259
-2583,58,2703,-562,-309,-167,sitting,2025-02-12 12:10:58.723143
-2544,67,2737,-589,101,-109,sitting,2025-02-12 12:10:58.778902
-2607,96,2734,-642,325,0,sitting,2025-02-12 12:10:58.781518
-2676,140,2779,-652,610,-105,sitting,2025-02-12 12:10:58.782838
-2694,182,2787,-677,364,-121,sitting,2025-02-12 12:10:58.783929
-2667,145,2756,-788,-15,-51,sitting,2025-02-12 12:10:58.785500
-2623,124,2759,-927,62,-77,sitting,2025-02-12 12:10:58.786732
-2584,129,2721,-896,70,-168,sitting,2025-02-12 12:10:58.797054
-2547,55,2714,-794,369,-214,sitting,2025-02-12 12:10:58.814424
-2549,-46,2745,-651,423,-72,sitting,2025-02-12 12:10:58.825662
-2564,-49,2770,-579,396,-9,sitting,2025-02-12 12:10:58.841500
-2648,8,2787,-552,673,71,sitting,2025-02-12 12:10:58.861652
-2704,59,2662,-535,889,-32,sitting,2025-02-12 12:10:58.878681
-2696,99,2614,-519,871,-49,sitting,2025-02-12 12:10:58.895365
-2690,155,2542,-521,834,-32,sitting,2025-02-12 12:10:58.909846
-2722,147,2501,-497,561,29,sitting,2025-02-12 12:10:58.925840
-2753,162,2625,-462,224,100,sitting,2025-02-12 12:10:58.942400
-2824,189,2649,-498,-44,91,sitting,2025-02-12 12:10:58.965560
-2781,142,2662,-518,-307,8,sitting,2025-02-12 12:10:58.980367
-2749,87,2656,-464,-734,-91,sitting,2025-02-12 12:10:58.997630
-2650,53,2703,-503,-940,-60,sitting,2025-02-12 12:10:59.012818
-2620,71,2704,-481,-925,41,sitting,2025-02-12 12:10:59.060305
-2628,120,2749,-467,-893,7,sitting,2025-02-12 12:10:59.064823
-2694,127,2794,-534,-973,-60,sitting,2025-02-12 12:10:59.066938
-2619,126,2785,-599,-1147,-126,sitting,2025-02-12 12:10:59.080018
-2598,126,2730,-632,-1119,-37,sitting,2025-02-12 12:10:59.097363
-2601,95,2738,-592,-862,-47,sitting,2025-02-12 12:10:59.109095
-2581,194,2702,-546,-191,-133,sitting,2025-02-12 12:10:59.129030
-2619,240,2722,-771,210,-362,sitting,2025-02-12 12:10:59.144135
-2520,172,2612,-973,601,-619,sitting,2025-02-12 12:10:59.166249
-2534,162,2607,-1037,916,-613,sitting,2025-02-12 12:10:59.179114
