n_estimators,max_depth,window,accuracy,mse,falling_correct,walking_correct,running_correct,sitting_correct,standing_correct,laying_correct,recover_correct
100,15,200,0.8684977759833945,0.23231887515861732,0.5542818832063718,0.9095462839510897,0.7097168626033195,0.7349082893977845,0.8270330497459206,0.9176530122149925,0.805257001291005
100,20,20,0.9755817171384276,0.2642067880509642,0.9104300535603969,0.9887623751700632,0.9884816788018258,0.9804878301875014,0.9772261071929748,0.9572824652660001,0.9533851358548245
100,20,50,0.950520038750966,0.2565454389842313,0.8292389377600303,0.9745530658385813,0.7835350668211706,0.9624131142514093,0.9512392985362419,0.9348139567820157,0.8913312406530747
100,20,100,0.9160159877561945,0.24735598014790958,0.6859808013859274,0.9477857461418372,0.9490846086934539,0.9445577485086056,0.903602668260015,0.8973046536194371,0.8509892351901944
100,20,200,0.8722288324159176,0.23375340586776674,0.6692136704976134,0.8966188864540818,0.7463954927049206,0.9200501013215652,0.8442662754820953,0.8961956942516724,0.8016346712882833
200,10,20,0.9779625467009655,0.2606312452281038,0.8938322647649481,0.989591039408747,0.7823286679845498,0.9865406556972675,0.9797482392977898,0.9686018654351838,0.9506253632658535
200,10,50,0.9517606959349532,0.2566020425235382,0.834322657269665,0.9761896273931908,0.7709186620500628,0.9693022107330871,0.9462935235368093,0.9128594914311348,0.8877825520009592
200,10,100,0.91296246588822,0.24794155739754747,0.7253946290118343,0.9493986928898547,0.7484148358648086,0.9551002983581682,0.8918098508821461,0.9073275690667574,0.8295594231663722
200,10,200,0.8755895759358092,0.2349383435078697,0.6978381696162899,0.908519425265202,0.9276118528553303,0.9195212002016294,0.8318505292486215,0.8925684265853455,0.8208496106945878
200,15,20,0.976203308373155,0.2640818963998937,0.9090053194103345,0.9893569246603059,0.9877331058136976,0.9858217929786361,0.978043160484013,0.9682690824355937,0.9429998116373275
200,15,50,0.9486397209707451,0.25752628283919277,0.851185459146658,0.9738622920299085,0.7691402073401619,0.9492918903211844,0.9480532430438842,0.9325999404343215,0.8884599268971186
200,15,100,0.9152042387808551,0.248125258667323,0.6980140266045347,0.9501223301249173,0.9481304964772528,0.9487008875607046,0.8864534368390764,0.9124755125286532,0.835685837880586
200,15,200,0.872693673394522,0.23392183125883154,0.6050107118162491,0.898228664255455,0.9297001311633546,0.7291758171594953,0.8137147788632803,0.9228166308111764,0.8053548669267341
200,20,20,0.9762203773099234,0.2648946497951316,0.9078886829076798,0.9892797262230093,0.9733404183228824,0.9857850133589509,0.979520752369502,0.9642919744463656,0.9413594542941126
200,20,50,0.9497149923313174,0.2572954418846924,0.8634863519166242,0.9737061467974735,0.9610702665625546,0.9570424312495158,0.9460625809073651,0.9334648257507295,0.8838176610296223
200,20,100,0.9142526058325077,0.2477516784117749,0.6930942919217195,0.9511870801046293,0.9459567955289307,0.9551618123573569,0.9088994667309442,0.9081794975312203,0.8401764517705794
200,20,200,0.8755525245123078,0.23380475406145015,0.6121903817309857,0.8909147583168051,0.9298406790974363,0.9321278887846232,0.8282550834290389,0.9393506576535124,0.7810268236400184
